group_code,group_name,cust_name,acc_manager,acc_num,date,total_distribution,total_energy,peak_max,offpeak_max,present_bill,proposed_bill,dollar_diff,percent_diff,rate_class,meterlatitude,meterlongitude
405,Department Store,Location 3,manager_A,885734255,201407,96.7,47421,88.6,96.7,4702.36,4809.55,107.19,0.02,GS 100-500 kW,39.9169489,-75.1418524
405,Department Store,Location 3,manager_A,885734255,201408,83.8,70595,83.8,20.8,6355,6314.45,-40.55,-0.01,GS 100-500 kW,39.9169489,-75.1418524
405,Department Store,Location 3,manager_A,885734255,201409,78.7,38310,78.7,16.2,3895.72,3991.55,95.83,0.02,GS 100-500 kW,39.9169489,-75.1418524
405,Department Store,Location 3,manager_A,885734255,201410,33.1,4991,26,33.1,1083.38,1198.56,115.18,0.11,GS 100-500 kW,39.9169489,-75.1418524
405,Department Store,Location 3,manager_A,885734255,201411,51.9,22803,21.8,51.9,2548.91,2636.95,88.04,0.03,GS 100-500 kW,39.9169489,-75.1418524
405,Department Store,Location 3,manager_A,885734255,201412,57.5,99151,49.3,57.5,8320.72,8066.79,-253.93,-0.03,GS 100-500 kW,39.9169489,-75.1418524
405,Department Store,Location 3,manager_A,885734255,201501,84.4,10038,84.4,35.3,1811.25,2057.12,245.87,0.14,GS 100-500 kW,39.9169489,-75.1418524
405,Department Store,Location 3,manager_A,885734255,201502,80.5,7144,80.5,26.7,1567.39,1815.12,247.73,0.16,GS 100-500 kW,39.9169489,-75.1418524
405,Department Store,Location 3,manager_A,885734255,201503,86.7,91293,81.2,86.7,7929.14,7800.03,-129.11,-0.02,GS 100-500 kW,39.9169489,-75.1418524
405,Department Store,Location 3,manager_A,885734255,201504,46,43349,26.1,46,4051.79,4025.51,-26.28,-0.01,GS 100-500 kW,39.9169489,-75.1418524
405,Department Store,Location 3,manager_A,885734255,201505,51.8,15458,51.8,18,1996.62,2118.88,122.26,0.06,GS 100-500 kW,39.9169489,-75.1418524
405,Department Store,Location 3,manager_A,885734255,201506,42,60317,21.6,42,5298.89,5180.82,-118.07,-0.02,GS 100-500 kW,39.9169489,-75.1418524
405,Department Store,Location 3,manager_A,885734255,201507,19,8334,19,7.2,1238.56,1295.58,57.02,0.05,GS 100-500 kW,39.9169489,-75.1418524
405,Department Store,Location 3,manager_A,885734255,201508,66.1,62049,27,66.1,5592.84,5539.17,-53.67,-0.01,GS 100-500 kW,39.9169489,-75.1418524
405,Department Store,Location 3,manager_A,885734255,201509,14.9,69969,7.1,14.9,5839.47,5594.47,-245,-0.04,GS 100-500 kW,39.9169489,-75.1418524
405,Department Store,Location 3,manager_A,885734255,201510,45.1,78912,33.1,45.1,6716.45,6520.32,-196.13,-0.03,GS 100-500 kW,39.9169489,-75.1418524
405,Department Store,Location 3,manager_A,885734255,201511,88.9,34087,88.9,50.8,3647.93,3794.31,146.38,0.04,GS 100-500 kW,39.9169489,-75.1418524
405,Department Store,Location 3,manager_A,885734255,201512,79.3,82747,77.2,79.3,7237.02,7125.8,-111.22,-0.02,GS 100-500 kW,39.9169489,-75.1418524
405,Department Store,Location 4,manager_A,7147344803,201401,52.4,34709,52.4,30.2,3446.45,3480.04,33.59,0.01,GS 100-500 kW,39.9157302,-75.1391053
405,Department Store,Location 4,manager_A,7147344803,201402,35.5,24892,35.5,21.3,2594.27,2623.13,28.86,0.01,GS 100-500 kW,39.9157302,-75.1391053
405,Department Store,Location 4,manager_A,7147344803,201403,30.6,13449,30.6,7.1,1701.58,1769.48,67.9,0.04,GS 100-500 kW,39.9157302,-75.1391053
405,Department Store,Location 4,manager_A,7147344803,201404,99.9,4745,99.9,15.6,1519.15,1836.55,317.4,0.21,GS 100-500 kW,39.9157302,-75.1391053
405,Department Store,Location 4,manager_A,7147344803,201405,49.6,89016,46.6,49.6,7505.86,7275.78,-230.08,-0.03,GS 100-500 kW,39.9157302,-75.1391053
405,Department Store,Location 4,manager_A,7147344803,201406,69.4,7401,69.4,21.4,1511.22,1724.32,213.1,0.14,GS 100-500 kW,39.9157302,-75.1391053
405,Department Store,Location 4,manager_A,7147344803,201407,95.7,26326,95.7,61.1,3111.32,3314.65,203.33,0.07,GS 100-500 kW,39.9157302,-75.1391053
405,Department Store,Location 4,manager_A,7147344803,201408,84.1,31003,17.4,84.1,3383.69,3530.11,146.42,0.04,GS 100-500 kW,39.9157302,-75.1391053
405,Department Store,Location 4,manager_A,7147344803,201409,95.6,94399,95.6,32.7,8222.92,8106.01,-116.91,-0.01,GS 100-500 kW,39.9157302,-75.1391053
405,Department Store,Location 4,manager_A,7147344803,201410,7.9,6479,7.4,7.9,1023.77,1056.1,32.33,0.03,GS 100-500 kW,39.9157302,-75.1391053
405,Department Store,Location 4,manager_A,7147344803,201411,48.5,69619,36.6,48.5,6041.67,5899.44,-142.23,-0.02,GS 100-500 kW,39.9157302,-75.1391053
405,Department Store,Location 4,manager_A,7147344803,201412,51.8,97434,17.4,51.8,8153.01,7889.99,-263.02,-0.03,GS 100-500 kW,39.9157302,-75.1391053
405,Department Store,Location 4,manager_A,7147344803,201501,20.1,42363,17.6,20.1,3801.62,3702.02,-99.6,-0.03,GS 100-500 kW,39.9157302,-75.1391053
405,Department Store,Location 4,manager_A,7147344803,201502,20.1,60264,6.3,20.1,5145.99,4962.25,-183.74,-0.04,GS 100-500 kW,39.9157302,-75.1391053
405,Department Store,Location 4,manager_A,7147344803,201503,81.1,95899,72.8,81.1,8236.97,8069.36,-167.61,-0.02,GS 100-500 kW,39.9157302,-75.1391053
405,Department Store,Location 4,manager_A,7147344803,201504,60,29384,48,60,3098.22,3179.71,81.49,0.03,GS 100-500 kW,39.9157302,-75.1391053
405,Department Store,Location 4,manager_A,7147344803,201505,65.9,50146,43.5,65.9,4697.56,4699.24,1.68,0,GS 100-500 kW,39.9157302,-75.1391053
405,Department Store,Location 4,manager_A,7147344803,201506,99.1,53242,99.1,27.7,5155.83,5242.89,87.06,0.02,GS 100-500 kW,39.9157302,-75.1391053
405,Department Store,Location 4,manager_A,7147344803,201507,41.5,28032,10.6,41.5,2870.88,2903.05,32.17,0.01,GS 100-500 kW,39.9157302,-75.1391053
405,Department Store,Location 4,manager_A,7147344803,201508,36,32705,2.8,36,3184.43,3178.07,-6.36,0,GS 100-500 kW,39.9157302,-75.1391053
405,Department Store,Location 4,manager_A,7147344803,201509,60.5,74638,60.5,36.3,6500.19,6370.5,-129.69,-0.02,GS 100-500 kW,39.9157302,-75.1391053
405,Department Store,Location 4,manager_A,7147344803,201510,90.6,65360,50.9,90.6,6008.1,6012.61,4.51,0,GS 100-500 kW,39.9157302,-75.1391053
405,Department Store,Location 4,manager_A,7147344803,201511,54.1,66796,54.1,15.2,5867.74,5755.64,-112.1,-0.02,GS 100-500 kW,39.9157302,-75.1391053
405,Department Store,Location 4,manager_A,7147344803,201512,50.8,66527,50.8,22.3,5825.1,5704.33,-120.77,-0.02,GS 100-500 kW,39.9157302,-75.1391053
405,Department Store,Location 5,manager_A,1970751521,201401,88.1,23024,88.1,53,2811.66,3007.63,195.97,0.07,GS 100-500 kW,39.9317035,-75.1445992
405,Department Store,Location 5,manager_A,1970751521,201402,77.3,71288,77.3,2.5,6362.85,6299.47,-63.38,-0.01,GS 100-500 kW,39.9317035,-75.1445992
405,Department Store,Location 5,manager_A,1970751521,201403,84.8,84704,84.8,36.1,7421.39,7317.53,-103.86,-0.01,GS 100-500 kW,39.9317035,-75.1445992
405,Department Store,Location 5,manager_A,1970751521,201404,70.4,3596,49.5,70.4,1232.26,1466.26,234,0.19,GS 100-500 kW,39.9317035,-75.1445992
405,Department Store,Location 5,manager_A,1970751521,201405,89.3,75880,4.9,89.3,6789.31,6740.46,-48.85,-0.01,GS 100-500 kW,39.9317035,-75.1445992
405,Department Store,Location 5,manager_A,1970751521,201406,26.1,43927,0.6,26.1,3959.88,3870.98,-88.9,-0.02,GS 100-500 kW,39.9317035,-75.1445992
405,Department Store,Location 5,manager_A,1970751521,201407,99.9,26347,99.9,3.1,3141.46,3357.33,215.87,0.07,GS 100-500 kW,39.9317035,-75.1445992
405,Department Store,Location 5,manager_A,1970751521,201408,74,60830,74,37.4,5555.01,5530.85,-24.16,0,GS 100-500 kW,39.9317035,-75.1445992
405,Department Store,Location 5,manager_A,1970751521,201409,63.2,13016,63.2,46,1890.74,2058.8,168.06,0.09,GS 100-500 kW,39.9317035,-75.1445992
405,Department Store,Location 5,manager_A,1970751521,201410,75.9,72523,39.2,75.9,6446.08,6372.68,-73.4,-0.01,GS 100-500 kW,39.9317035,-75.1445992
405,Department Store,Location 5,manager_A,1970751521,201411,68.5,84307,44.5,68.5,7280.74,7129.68,-151.06,-0.02,GS 100-500 kW,39.9317035,-75.1445992
405,Department Store,Location 5,manager_A,1970751521,201412,62.2,15643,62.2,43.2,2081.23,2233.93,152.7,0.07,GS 100-500 kW,39.9317035,-75.1445992
405,Department Store,Location 5,manager_A,1970751521,201501,87.5,89817,87.5,56.3,7823.74,7703.97,-119.77,-0.02,GS 100-500 kW,39.9317035,-75.1445992
405,Department Store,Location 5,manager_A,1970751521,201502,71.3,62434,71.3,41.9,5657.11,5617.29,-39.82,-0.01,GS 100-500 kW,39.9317035,-75.1445992
405,Department Store,Location 5,manager_A,1970751521,201503,52.1,99970,3,52.1,8345.51,8071.47,-274.04,-0.03,GS 100-500 kW,39.9317035,-75.1445992
405,Department Store,Location 5,manager_A,1970751521,201504,38.2,12480,38.2,37,1680.49,1775.81,95.32,0.06,GS 100-500 kW,39.9317035,-75.1445992
405,Department Store,Location 5,manager_A,1970751521,201505,64.9,94435,64.9,44.2,8016.87,7807.37,-209.5,-0.03,GS 100-500 kW,39.9317035,-75.1445992
405,Department Store,Location 5,manager_A,1970751521,201506,27.1,7313,27.1,25.7,1216.97,1303.17,86.2,0.07,GS 100-500 kW,39.9317035,-75.1445992
405,Department Store,Location 5,manager_A,1970751521,201507,93.9,19740,93.9,6.9,2604.47,2833.34,228.87,0.09,GS 100-500 kW,39.9317035,-75.1445992
405,Department Store,Location 5,manager_A,1970751521,201508,64.9,89819,64.9,23.6,7670.21,7482.41,-187.8,-0.02,GS 100-500 kW,39.9317035,-75.1445992
405,Department Store,Location 5,manager_A,1970751521,201509,17.9,34278,16.9,17.9,3179.48,3111.25,-68.23,-0.02,GS 100-500 kW,39.9317035,-75.1445992
405,Department Store,Location 5,manager_A,1970751521,201510,16.5,66183,8.6,16.5,5566.02,5343.63,-222.39,-0.04,GS 100-500 kW,39.9317035,-75.1445992
405,Department Store,Location 5,manager_A,1970751521,201511,96.2,23455,96.2,77.6,2899.11,3117.43,218.32,0.08,GS 100-500 kW,39.9317035,-75.1445992
405,Department Store,Location 5,manager_A,1970751521,201512,61.6,71264,61.6,25.9,6254.29,6143.76,-110.53,-0.02,GS 100-500 kW,39.9317035,-75.1445992
449,University,Location 1,manager_B,5881849336,201401,58,58127,58,49.2,5243.22,5183.6,-59.62,-0.01,HD,39.9768176,-75.1573603
449,University,Location 1,manager_B,5881849336,201402,76.5,79985,10.1,76.5,7010.55,6903.89,-106.66,-0.02,HD,39.9768176,-75.1573603
449,University,Location 1,manager_B,5881849336,201403,19,84833,19,17.2,6983.64,6681.11,-302.53,-0.04,HD,39.9768176,-75.1573603
449,University,Location 1,manager_B,5881849336,201404,70.8,92511,70.8,67,7912.5,7729.8,-182.7,-0.02,HD,39.9768176,-75.1573603
449,University,Location 1,manager_B,5881849336,201405,36.6,27132,36.6,3.7,2769.97,2791.62,21.65,0.01,HD,39.9768176,-75.1573603
449,University,Location 1,manager_B,5881849336,201406,62.4,89467,9.2,62.4,7626.77,7433.1,-193.67,-0.03,HD,39.9768176,-75.1573603
449,University,Location 1,manager_B,5881849336,201407,92,3579,92,78.7,1377.86,1676.96,299.1,0.22,HD,39.9768176,-75.1573603
449,University,Location 1,manager_B,5881849336,201408,58.2,7912,58.2,48,1473.43,1650.43,177,0.12,HD,39.9768176,-75.1573603
449,University,Location 1,manager_B,5881849336,201409,96.2,60776,70.1,96.2,5701.92,5744.83,42.91,0.01,HD,39.9768176,-75.1573603
449,University,Location 1,manager_B,5881849336,201410,34.2,77749,34.2,7.2,6554.99,6331.51,-223.48,-0.03,HD,39.9768176,-75.1573603
449,University,Location 1,manager_B,5881849336,201411,31.9,56766,10.2,31.9,4963.53,4831.75,-131.78,-0.03,HD,39.9768176,-75.1573603
449,University,Location 1,manager_B,5881849336,201412,81.5,89755,74.6,81.5,7778.28,7640.75,-137.53,-0.02,HD,39.9768176,-75.1573603
449,University,Location 1,manager_B,5881849336,201501,67.6,41775,55.6,67.6,4080.46,4126.6,46.14,0.01,HD,39.9768176,-75.1573603
449,University,Location 1,manager_B,5881849336,201502,20.6,77027,8.3,20.6,6408.29,6147.27,-261.02,-0.04,HD,39.9768176,-75.1573603
449,University,Location 1,manager_B,5881849336,201503,37.9,75812,19.5,37.9,6434.68,6231.44,-203.24,-0.03,HD,39.9768176,-75.1573603
449,University,Location 1,manager_B,5881849336,201504,50.4,5928,6.8,50.4,1271.39,1434.24,162.85,0.13,HD,39.9768176,-75.1573603
449,University,Location 1,manager_B,5881849336,201505,50.7,40107,50.7,36.4,3840.28,3843.38,3.1,0,HD,39.9768176,-75.1573603
449,University,Location 1,manager_B,5881849336,201506,79.6,29877,56,79.6,3268.52,3406.7,138.18,0.04,HD,39.9768176,-75.1573603
449,University,Location 1,manager_B,5881849336,201507,96.6,70999,96.6,62.7,6472.38,6468.46,-3.92,0,HD,39.9768176,-75.1573603
449,University,Location 1,manager_B,5881849336,201508,99,42016,46.5,99,4312.08,4451.6,139.52,0.03,HD,39.9768176,-75.1573603
449,University,Location 1,manager_B,5881849336,201509,51.4,43213,51.4,48.6,4078.3,4068.91,-9.39,0,HD,39.9768176,-75.1573603
449,University,Location 1,manager_B,5881849336,201510,55.4,41875,55.4,35.3,4005.01,4013.95,8.94,0,HD,39.9768176,-75.1573603
449,University,Location 1,manager_B,5881849336,201511,57.9,34640,57.9,19.8,3478.66,3529.13,50.47,0.01,HD,39.9768176,-75.1573603
449,University,Location 1,manager_B,5881849336,201512,54.5,25494,50.9,54.5,2768.68,2851.9,83.22,0.03,HD,39.9768176,-75.1573603
449,University,Location 2,manager_B,7277003708,201401,53.1,17997,53.1,20.2,2196.13,2310.38,114.25,0.05,HD,39.9800178,-75.1567354
449,University,Location 2,manager_B,7277003708,201402,85.5,38965,85.5,53,3991.15,4104.37,113.22,0.03,HD,39.9800178,-75.1567354
449,University,Location 2,manager_B,7277003708,201403,27,40367,11.2,27,3698.64,3629.19,-69.45,-0.02,HD,39.9800178,-75.1567354
449,University,Location 2,manager_B,7277003708,201404,64.6,5522,23.8,64.6,1337.46,1544.95,207.49,0.16,HD,39.9800178,-75.1567354
449,University,Location 2,manager_B,7277003708,201405,98.5,48891,98.5,26.3,4824.99,4930.69,105.7,0.02,HD,39.9800178,-75.1567354
449,University,Location 2,manager_B,7277003708,201406,67.9,82607,67.9,0.2,7148.99,7004.11,-144.88,-0.02,HD,39.9800178,-75.1567354
449,University,Location 2,manager_B,7277003708,201407,13.5,69372,12.7,13.5,5785.12,5538.7,-246.42,-0.04,HD,39.9800178,-75.1567354
449,University,Location 2,manager_B,7277003708,201408,86.5,62877,82.8,86.5,5793.74,5797.59,3.85,0,HD,39.9800178,-75.1567354
449,University,Location 2,manager_B,7277003708,201409,57.5,43946,4.1,57.5,4174.82,4180.35,5.53,0,HD,39.9800178,-75.1567354
449,University,Location 2,manager_B,7277003708,201410,94,37453,94,38.5,3935.4,4081.31,145.91,0.04,HD,39.9800178,-75.1567354
449,University,Location 2,manager_B,7277003708,201411,67.8,34128,24.8,67.8,3507.53,3590.21,82.68,0.02,HD,39.9800178,-75.1567354
449,University,Location 2,manager_B,7277003708,201412,93.8,58740,30.2,93.8,5532.69,5577.95,45.26,0.01,HD,39.9800178,-75.1567354
449,University,Location 2,manager_B,7277003708,201501,67.6,65027,67.6,11.8,5826.69,5763.54,-63.15,-0.01,HD,39.9800178,-75.1567354
449,University,Location 2,manager_B,7277003708,201502,70.2,57043,70.2,56.2,5244.77,5226.97,-17.8,0,HD,39.9800178,-75.1567354
449,University,Location 2,manager_B,7277003708,201503,66.7,13705,17.3,66.7,1966.29,2141.64,175.35,0.09,HD,39.9800178,-75.1567354
449,University,Location 2,manager_B,7277003708,201504,78,1629,73,78,1136.22,1402.34,266.12,0.23,HD,39.9800178,-75.1567354
449,University,Location 2,manager_B,7277003708,201505,40.3,26979,10.9,40.3,2783.64,2817.14,33.5,0.01,HD,39.9800178,-75.1567354
449,University,Location 2,manager_B,7277003708,201506,81.5,94630,81.5,5.4,8144.39,7983.95,-160.44,-0.02,HD,39.9800178,-75.1567354
449,University,Location 2,manager_B,7277003708,201507,51.8,94870,3.3,51.8,7960.46,7709.49,-250.97,-0.03,HD,39.9800178,-75.1567354
449,University,Location 2,manager_B,7277003708,201508,59.6,69398,3.7,59.6,6100.55,5992.78,-107.77,-0.02,HD,39.9800178,-75.1567354
449,University,Location 2,manager_B,7277003708,201509,37.3,63686,23.2,37.3,5519.94,5371.89,-148.05,-0.03,HD,39.9800178,-75.1567354
449,University,Location 2,manager_B,7277003708,201510,30.4,72085,20.6,30.4,6103.78,5895.49,-208.29,-0.03,HD,39.9800178,-75.1567354
449,University,Location 2,manager_B,7277003708,201511,46.4,8583,4.4,46.4,1443.58,1581.91,138.33,0.1,HD,39.9800178,-75.1567354
449,University,Location 2,manager_B,7277003708,201512,63.5,15949,1.9,63.5,2113.05,2268.22,155.17,0.07,HD,39.9800178,-75.1567354
449,University,Location 3,manager_B,7414397127,201401,59.7,17323,59.7,15.2,2190.4,2327.68,137.28,0.06,HD,39.9801822,-75.1555579
449,University,Location 3,manager_B,7414397127,201402,65.2,92760,56.6,65.2,7893.12,7692.4,-200.72,-0.03,HD,39.9801822,-75.1555579
449,University,Location 3,manager_B,7414397127,201403,73.5,63521,73.5,28.4,5753.71,5715.39,-38.32,-0.01,HD,39.9801822,-75.1555579
449,University,Location 3,manager_B,7414397127,201404,38.2,33974,38.2,25.6,3294.69,3288.99,-5.7,0,HD,39.9801822,-75.1555579
449,University,Location 3,manager_B,7414397127,201405,63,61031,59.3,63,5495.31,5437.09,-58.22,-0.01,HD,39.9801822,-75.1555579
449,University,Location 3,manager_B,7414397127,201406,94.5,95307,28.5,94.5,8283.64,8159.14,-124.5,-0.02,HD,39.9801822,-75.1555579
449,University,Location 3,manager_B,7414397127,201407,68.3,16992,24.9,68.3,2224.02,2388.74,164.72,0.07,HD,39.9801822,-75.1555579
449,University,Location 3,manager_B,7414397127,201408,82.3,87313,82.3,16.9,7600.33,7476.68,-123.65,-0.02,HD,39.9801822,-75.1555579
449,University,Location 3,manager_B,7414397127,201409,60.5,11352,27.8,60.5,1747.42,1915.17,167.75,0.1,HD,39.9801822,-75.1555579
449,University,Location 3,manager_B,7414397127,201410,55,12,42.7,55,858.38,1062.87,204.49,0.24,HD,39.9801822,-75.1555579
449,University,Location 3,manager_B,7414397127,201411,66,44394,2.6,66,4266.27,4295.28,29.01,0.01,HD,39.9801822,-75.1555579
449,University,Location 3,manager_B,7414397127,201412,95.2,31435,72.6,95.2,3491.61,3669.42,177.81,0.05,HD,39.9801822,-75.1555579
449,University,Location 3,manager_B,7414397127,201501,48.7,38888,48.7,32.9,3735.13,3737.94,2.81,0,HD,39.9801822,-75.1555579
449,University,Location 3,manager_B,7414397127,201502,75.5,69169,28.9,75.5,6191.47,6132.63,-58.84,-0.01,HD,39.9801822,-75.1555579
449,University,Location 3,manager_B,7414397127,201503,52,34682,52,7.9,3441.7,3474.21,32.51,0.01,HD,39.9801822,-75.1555579
449,University,Location 3,manager_B,7414397127,201504,31.5,77289,10.6,31.5,6502.08,6272.64,-229.44,-0.04,HD,39.9801822,-75.1555579
449,University,Location 3,manager_B,7414397127,201505,94.5,81788,40.1,94.5,7268.36,7207.4,-60.96,-0.01,HD,39.9801822,-75.1555579
449,University,Location 3,manager_B,7414397127,201506,68.2,50740,47.7,68.2,4757.81,4763.62,5.81,0,HD,39.9801822,-75.1555579
449,University,Location 3,manager_B,7414397127,201507,60.5,72867,0.3,60.5,6367.19,6245.82,-121.37,-0.02,HD,39.9801822,-75.1555579
449,University,Location 3,manager_B,7414397127,201508,78.4,70591,30.7,78.4,6317.98,6261.19,-56.79,-0.01,HD,39.9801822,-75.1555579
449,University,Location 3,manager_B,7414397127,201509,89.3,34620,89.3,60.9,3690.68,3835.76,145.08,0.04,HD,39.9801822,-75.1555579
449,University,Location 3,manager_B,7414397127,201510,93.2,99212,50.5,93.2,8568.06,8421.3,-146.76,-0.02,HD,39.9801822,-75.1555579
449,University,Location 3,manager_B,7414397127,201511,25.6,39625,16.2,25.6,3633.4,3563.22,-70.18,-0.02,HD,39.9801822,-75.1555579
449,University,Location 3,manager_B,7414397127,201512,62.6,10770,19.3,62.6,1717.99,1894.79,176.8,0.1,HD,39.9801822,-75.1555579
449,University,Location 4,manager_B,7530987258,201401,62.2,97563,17,62.2,8233.42,8001.1,-232.32,-0.03,HD,39.9811687,-75.1542355
449,University,Location 4,manager_B,7530987258,201402,93.5,37902,93.5,45.7,3965.72,4108.02,142.3,0.04,HD,39.9811687,-75.1542355
449,University,Location 4,manager_B,7530987258,201403,82.9,36696,30.4,82.9,3803.07,3919.13,116.06,0.03,HD,39.9811687,-75.1542355
449,University,Location 4,manager_B,7530987258,201404,38.5,23900,36.4,38.5,2540.17,2582.73,42.56,0.02,HD,39.9811687,-75.1542355
449,University,Location 4,manager_B,7530987258,201405,98.5,25960,0.8,98.5,3102.88,3316.35,213.47,0.07,HD,39.9811687,-75.1542355
449,University,Location 4,manager_B,7530987258,201406,99.4,8017,99.4,51.6,1761.48,2061.99,300.51,0.17,HD,39.9811687,-75.1542355
449,University,Location 4,manager_B,7530987258,201407,75.8,76522,0.2,75.8,6745.72,6653.23,-92.49,-0.01,HD,39.9811687,-75.1542355
449,University,Location 4,manager_B,7530987258,201408,48.5,74958,43,48.5,6442.63,6275.31,-167.32,-0.03,HD,39.9811687,-75.1542355
449,University,Location 4,manager_B,7530987258,201409,86.7,48688,1.4,86.7,4729.51,4800.64,71.13,0.02,HD,39.9811687,-75.1542355
449,University,Location 4,manager_B,7530987258,201410,77,99151,77,44.7,8453.32,8258.08,-195.24,-0.02,HD,39.9811687,-75.1542355
449,University,Location 4,manager_B,7530987258,201411,11.9,24582,9.1,11.9,2410.51,2369.79,-40.72,-0.02,HD,39.9811687,-75.1542355
449,University,Location 4,manager_B,7530987258,201412,34.4,17774,5.5,34.4,2052.23,2111.23,59,0.03,HD,39.9811687,-75.1542355
449,University,Location 4,manager_B,7530987258,201501,74.2,23220,74.2,17.8,2731.86,2885.07,153.21,0.06,HD,39.9811687,-75.1542355
449,University,Location 4,manager_B,7530987258,201502,91.8,76375,77,91.8,6843.48,6799.84,-43.64,-0.01,HD,39.9811687,-75.1542355
449,University,Location 4,manager_B,7530987258,201503,84.7,31176,84.7,29.3,3400.76,3548.18,147.42,0.04,HD,39.9811687,-75.1542355
449,University,Location 4,manager_B,7530987258,201504,39.6,25892,39.6,17.8,2697.25,2733.75,36.5,0.01,HD,39.9811687,-75.1542355
449,University,Location 4,manager_B,7530987258,201505,92.3,66282,92.3,19.5,6088.9,6094.2,5.3,0,HD,39.9811687,-75.1542355
449,University,Location 4,manager_B,7530987258,201506,77.1,15240,77.1,10.1,2152.28,2351.73,199.45,0.09,HD,39.9811687,-75.1542355
449,University,Location 4,manager_B,7530987258,201507,35.5,19438,22.4,35.5,2184.67,2239.17,54.5,0.02,HD,39.9811687,-75.1542355
449,University,Location 4,manager_B,7530987258,201508,53.2,88409,53.2,40.8,7484.76,7268.37,-216.39,-0.03,HD,39.9811687,-75.1542355
449,University,Location 4,manager_B,7530987258,201509,95.7,47901,18,95.7,4731.61,4833.53,101.92,0.02,HD,39.9811687,-75.1542355
449,University,Location 4,manager_B,7530987258,201510,70.3,64650,69.3,70.3,5816.73,5763.48,-53.25,-0.01,HD,39.9811687,-75.1542355
449,University,Location 4,manager_B,7530987258,201511,75.2,5561,0.1,75.2,1412.47,1651.69,239.22,0.17,HD,39.9811687,-75.1542355
449,University,Location 4,manager_B,7530987258,201512,52.8,12108,18.5,52.8,1751.83,1892.85,141.02,0.08,HD,39.9811687,-75.1542355
449,University,Location 5,manager_B,687359960,201401,88.9,87516,88.9,37.3,7660.45,7555.72,-104.73,-0.01,HD,39.9835363,-75.15534
449,University,Location 5,manager_B,687359960,201402,82.3,17373,35.8,82.3,2347.83,2552.9,205.07,0.09,HD,39.9835363,-75.15534
449,University,Location 5,manager_B,687359960,201403,84.7,24283,72.7,84.7,2883.09,3062.91,179.82,0.06,HD,39.9835363,-75.15534
449,University,Location 5,manager_B,687359960,201404,72.1,1259,72.1,10.4,1068.31,1318.41,250.1,0.23,HD,39.9835363,-75.15534
449,University,Location 5,manager_B,687359960,201405,78,82716,78,74.3,7225.85,7110.87,-114.98,-0.02,HD,39.9835363,-75.15534
449,University,Location 5,manager_B,687359960,201406,70.1,55388,12.5,70.1,5119.8,5109.48,-10.32,0,HD,39.9835363,-75.15534
449,University,Location 5,manager_B,687359960,201407,48.1,4419,48.1,7,1142.43,1305.44,163.01,0.14,HD,39.9835363,-75.15534
449,University,Location 5,manager_B,687359960,201408,73.7,54418,16.6,73.7,5071.43,5076.5,5.07,0,HD,39.9835363,-75.15534
449,University,Location 5,manager_B,687359960,201409,94,14538,94,77.9,2214.48,2468.1,253.62,0.11,HD,39.9835363,-75.15534
449,University,Location 5,manager_B,687359960,201410,64.7,23975,64.7,26.6,2723.96,2845.03,121.07,0.04,HD,39.9835363,-75.15534
449,University,Location 5,manager_B,687359960,201411,79.8,74561,49.9,79.8,6625.65,6554.41,-71.24,-0.01,HD,39.9835363,-75.15534
449,University,Location 5,manager_B,687359960,201412,65.9,21775,65.9,19.1,2566.9,2701.92,135.02,0.05,HD,39.9835363,-75.15534
449,University,Location 5,manager_B,687359960,201501,76.3,28708,76.1,76.3,3158.29,3292.03,133.74,0.04,HD,39.9835363,-75.15534
449,University,Location 5,manager_B,687359960,201502,81.3,33441,81.3,66.5,3547.74,3674.28,126.54,0.04,HD,39.9835363,-75.15534
449,University,Location 5,manager_B,687359960,201503,59.1,75541,5.9,59.1,6558.49,6420.34,-138.15,-0.02,HD,39.9835363,-75.15534
449,University,Location 5,manager_B,687359960,201504,61.5,49655,58.3,61.5,4630.77,4621.51,-9.26,0,HD,39.9835363,-75.15534
449,University,Location 5,manager_B,687359960,201505,55.5,37499,24.5,55.5,3677.05,3706.86,29.81,0.01,HD,39.9835363,-75.15534
449,University,Location 5,manager_B,687359960,201506,90.2,96349,90.2,35.9,8332.65,8190.31,-142.34,-0.02,HD,39.9835363,-75.15534
449,University,Location 5,manager_B,687359960,201507,82.1,70845,24.3,82.1,6362.22,6315.37,-46.85,-0.01,HD,39.9835363,-75.15534
449,University,Location 5,manager_B,687359960,201508,63.3,58838,63.3,8.4,5332.65,5285.65,-47,-0.01,HD,39.9835363,-75.15534
449,University,Location 5,manager_B,687359960,201509,90.8,77226,90.8,16.2,6900.59,6849.94,-50.65,-0.01,HD,39.9835363,-75.15534
449,University,Location 5,manager_B,687359960,201510,59.2,17012,16.1,59.2,2163.64,2300.88,137.24,0.06,HD,39.9835363,-75.15534
449,University,Location 5,manager_B,687359960,201511,58.5,49921,58.5,1.3,4630.35,4610.8,-19.55,0,HD,39.9835363,-75.15534
449,University,Location 5,manager_B,687359960,201512,87.1,5541,87.1,12.1,1491.89,1767.02,275.13,0.18,HD,39.9835363,-75.15534
522,Convenient Store,Location 1,manager_C,4925152126,201401,73.3,80628,73.3,5.9,7037.08,6917.76,-119.32,-0.02,PD,39.9522202,-75.1632115
